date,trend_demand,temp_max,temp_min,temp_avg,precipitation,crowd_index,crowd_level,month,week_of_year,season_spring,season_summer,season_winter,weekofyear
2021-01-17,0.13389121338912136,9.0,3.6571428571428575,0.1565578019699326,0.43999999999999995,0.22591294728554048,Low,1,2,False,False,True,2
2021-01-24,0.0,8.671428571428573,3.0285714285714285,0.1498185588387766,0.018620689655172416,0.2412214297205985,Low,1,3,False,False,True,3
2021-01-31,0.0,10.885714285714286,4.957142857142857,0.21876620010368064,0.2655172413793103,0.21252641175524212,Low,1,4,False,False,True,4
2021-02-07,0.0,14.957142857142856,7.385714285714286,0.3286677034733023,0.03310344827586207,0.29197962138681827,Low,2,5,False,False,True,5
2021-02-14,0.0,12.614285714285714,7.228571428571429,0.2680145152928979,0.2924137931034483,0.2219215959671797,Low,2,6,False,False,True,6
2021-02-21,0.0,4.514285714285714,-0.8,0.007257646448937283,0.08413793103448275,0.18534970772778464,Low,2,7,False,False,True,7
2021-02-28,0.17154811715481172,10.571428571428571,2.5714285714285716,0.17470191809227578,0.0013793103448275863,0.3379087719361231,Medium,2,8,False,False,True,8
2021-03-07,0.0,10.085714285714284,2.757142857142857,0.17210990150336963,0.14482758620689656,0.22266745320963158,Low,3,9,True,False,False,9
2021-03-14,0.0,10.742857142857144,2.7857142857142856,0.17470191809227578,0.08896551724137931,0.23461747197940688,Low,3,10,True,False,False,10
2021-03-21,0.0,10.585714285714284,5.6571428571428575,0.2286158631415241,0.26482758620689656,0.21561924170107793,Low,3,11,True,False,False,11
2021-03-28,0.0,9.171428571428573,3.1142857142857143,0.1534473820632452,0.1413793103448276,0.21775835255000806,Low,3,12,True,False,False,12
2021-04-04,0.0,12.1,5.271428571428571,0.2540176257128045,0.04689655172413793,0.26682597736901376,Low,4,13,True,False,False,13
2021-04-11,0.33054393305439334,12.2,4.371428571428572,0.24157594608605498,0.2696551724137931,0.3838137158702546,Medium,4,14,True,False,False,14
2021-04-18,0.0,14.971428571428572,7.871428571428572,0.328149300155521,0.07034482758620689,0.28437582452941496,Low,4,15,True,False,False,15
2021-04-25,0.0,15.44285714285714,9.085714285714284,0.3810264385692068,0.09517241379310346,0.29527344881214135,Low,4,16,True,False,False,16
2021-05-02,0.0,20.714285714285715,10.742857142857142,0.48781752203214096,0.006206896551724137,0.3451038772992975,Medium,5,17,True,False,False,17
2021-05-09,0.0,22.1,13.042857142857144,0.5671332296526699,0.042068965517241375,0.36172617579235267,Medium,5,18,True,False,False,18
2021-05-16,0.0,21.67142857142857,11.214285714285714,0.5318818040435458,0.03103448275862069,0.3533576446613396,Medium,5,19,True,False,False,19
2021-05-23,0.0,21.97142857142857,14.071428571428571,0.5842405391394505,0.24413793103448275,0.3264445755349386,Low,5,20,True,False,False,20
2021-05-30,0.0,22.685714285714287,14.8,0.598755832037325,0.03172413793103448,0.3732819220249906,Medium,5,21,True,False,False,21
2021-06-06,0.4184100418410042,19.7,13.285714285714286,0.5386210471747019,0.17793103448275863,0.535205128176361,High,6,22,False,True,False,22
2021-06-13,0.0,25.1,16.928571428571427,0.6884396060134785,0.02413793103448276,0.40170429559714704,Medium,6,23,False,True,False,23
2021-06-20,0.0,21.585714285714285,15.914285714285716,0.6127527216174182,0.4517241379310345,0.2934809888990186,Low,6,24,False,True,False,24
2021-06-27,0.0,26.8,19.3,0.7708657335406945,0.013103448275862068,0.42863903040703594,Medium,6,25,False,True,False,25
2021-07-04,0.0,28.414285714285715,20.357142857142858,0.8159668221876619,0.1586206896551724,0.41306590872526405,Medium,7,26,False,True,False,26
2021-07-11,0.20502092050209209,26.085714285714285,21.057142857142857,0.7817522032141007,0.3393103448275862,0.46917405224975905,High,7,27,False,True,False,27
2021-07-18,0.4184100418410042,29.342857142857145,22.3,0.8615863141524105,0.0,0.6676809151662253,High,7,28,False,True,False,28
2021-07-25,0.21757322175732222,27.642857142857142,21.914285714285715,0.833592534992224,0.011724137931034483,0.5565195437901214,High,7,29,False,True,False,29
2021-08-01,0.28033472803347287,32.17142857142857,21.514285714285712,0.8952825298081908,0.0,0.6087521229591937,High,8,30,False,True,False,30
2021-08-08,0.23849372384937242,33.042857142857144,22.142857142857142,0.9206842923794714,0.05379310344827586,0.5846935289488724,High,8,31,False,True,False,31
2021-08-15,0.20083682008368203,28.82857142857143,20.142857142857142,0.8242612752721616,0.019310344827586205,0.5438347236579723,High,8,32,False,True,False,32
2021-08-22,0.21757322175732222,28.285714285714285,20.042857142857144,0.8045619491964748,0.006896551724137931,0.548775885292776,High,8,33,False,True,False,33
2021-08-29,0.0,30.342857142857145,21.571428571428573,0.8589942975635043,0.0,0.4576982892690513,High,8,34,False,True,False,34
2021-09-05,0.17991631799163182,26.142857142857142,19.0,0.7527216174183515,0.012413793103448275,0.5132918856006318,High,9,35,False,False,False,35
2021-09-12,0.0,24.057142857142857,17.47142857142857,0.6811819595645412,0.07034482758620689,0.390285622352121,Medium,9,36,False,False,False,36
2021-09-19,0.1882845188284519,26.0,17.514285714285712,0.7169517884914463,0.04413793103448276,0.5004002097547633,High,9,37,False,False,False,37
2021-09-26,0.34309623430962344,21.75714285714286,14.957142857142856,0.5997926386728876,0.08068965517241379,0.5353479777221952,High,9,38,False,False,False,38
2021-10-03,0.2092050209205021,19.585714285714285,14.885714285714286,0.5489891135303266,0.022068965517241378,0.46488545141590076,High,10,39,False,False,False,39
2021-10-10,0.17991631799163182,19.457142857142856,14.12857142857143,0.5225505443234837,0.04275862068965517,0.43817159815493,Medium,10,40,False,False,False,40
2021-10-17,0.2677824267782427,20.357142857142858,14.228571428571428,0.5406946604458267,0.15655172413793103,0.46478926669528314,High,10,41,False,False,False,41
2021-10-24,0.17991631799163182,17.257142857142856,11.614285714285714,0.4520476931052358,0.042758620689655163,0.4170207427894556,Medium,10,42,False,False,False,42
2021-10-31,0.2092050209205021,16.4,11.257142857142856,0.4193882840850182,0.006896551724137931,0.42903968534092896,Medium,10,43,False,False,False,43
2021-11-07,0.20502092050209209,18.82857142857143,12.671428571428573,0.49040953862104725,0.10758620689655173,0.42811608045804983,Medium,11,44,False,False,False,44
2021-11-14,0.20502092050209209,15.542857142857144,8.4,0.352514256091239,0.0496551724137931,0.39833370259565914,Medium,11,45,False,False,False,45
2021-11-21,0.12970711297071133,13.8,8.214285714285714,0.31726283048211507,0.004137931034482759,0.3592048194230937,Medium,11,46,False,False,False,46
2021-11-28,0.0,14.771428571428572,9.542857142857144,0.3846552617936755,0.22620689655172416,0.2701551992277578,Low,11,47,False,False,False,47
2021-12-05,0.0,15.342857142857143,9.2,0.3810264385692068,0.2013793103448276,0.27403206950179654,Low,12,48,False,False,True,48
2021-12-12,0.17154811715481172,15.414285714285713,9.9,0.38310005184033186,0.17655172413793105,0.3653937293019192,Medium,12,49,False,False,True,49
2021-12-19,0.27615062761506276,8.442857142857143,5.085714285714286,0.18247796785899428,0.36000000000000004,0.3208187041652296,Low,12,50,False,False,True,50
2021-12-26,0.1757322175732218,7.814285714285715,1.657142857142857,0.11715914981855885,0.014482758620689656,0.3201173020080406,Low,12,51,False,False,True,51
2022-01-02,0.0,13.028571428571428,8.071428571428571,0.31933644375324016,0.06482758620689655,0.2828354158845927,Low,1,52,False,False,True,52
2022-01-09,0.0,13.614285714285714,8.314285714285715,0.3297045101088647,0.010344827586206896,0.296842387515418,Low,1,1,False,False,True,1
2022-01-16,0.13389121338912136,7.071428571428571,2.2714285714285714,0.1031622602384655,0.1482758620689655,0.26823911235230724,Low,1,2,False,False,True,2
2022-01-23,0.0,5.685714285714285,-0.8142857142857143,0.04872991187143598,0.3158620689655172,0.15144655976832738,Low,1,3,False,False,True,3
2022-01-30,0.0,4.514285714285714,-1.0,0.006220839813374818,0.06551724137931034,0.18876280366815038,Low,1,4,False,False,True,4
2022-02-06,0.13389121338912136,8.085714285714285,1.542857142857143,0.11508553654743392,0.2613793103448276,0.24919540558982534,Low,2,5,False,False,True,5
2022-02-13,0.10041841004184102,9.614285714285714,2.6999999999999997,0.15448418869880767,0.46,0.20455446163056282,Low,2,6,False,False,True,6
2022-02-20,0.09205020920502094,10.44285714285714,2.4857142857142853,0.17988595127008813,0.033793103448275866,0.29323226929388174,Low,2,7,False,False,True,7
2022-02-27,0.1589958158995816,11.042857142857144,5.871428571428572,0.2384655261793675,0.25310344827586206,0.30041687614842866,Low,2,8,False,False,True,8
2022-03-06,0.11715481171548117,7.128571428571428,2.371428571428571,0.11249351995852772,0.04827586206896552,0.2826702894315058,Low,3,9,True,False,False,9
