date,temp_max,temp_min,temp_avg,precipitation
2025-08-17,29.028571428571432,22.7,25.52857142857143,0.0
2025-08-24,29.599999999999998,20.342857142857145,24.714285714285715,2.2
2025-08-31,28.585714285714285,20.214285714285715,24.099999999999998,0.0
2025-09-07,28.085714285714285,20.785714285714285,24.11428571428571,12.6
2025-09-14,25.985714285714288,18.928571428571427,22.014285714285712,1.4
2025-09-21,24.771428571428572,16.928571428571427,20.599999999999998,2.8000000000000003
2025-09-28,23.8,16.942857142857143,19.900000000000002,2.3
2025-10-05,20.342857142857145,14.457142857142857,17.15714285714286,17.099999999999998
2025-10-12,18.071428571428573,12.671428571428573,15.328571428571427,29.2
2025-10-19,18.385714285714283,13.214285714285714,15.514285714285714,11.3
2025-10-26,19.75714285714286,13.142857142857142,16.228571428571428,79.7
2025-11-02,19.642857142857142,11.185714285714285,14.87142857142857,14.1
2025-11-09,19.457142857142856,13.614285714285714,16.114285714285714,7.4
2025-11-16,16.485714285714288,10.299999999999999,13.185714285714285,22.3
2025-11-23,20.24285714285714,14.385714285714286,16.928571428571427,1.7
2025-11-30,16.257142857142856,10.771428571428572,13.12857142857143,16.0
2025-12-07,15.214285714285714,8.714285714285714,11.442857142857141,47.5
2025-12-14,11.714285714285714,7.142857142857143,9.385714285714286,4.2
2025-12-21,12.299999999999999,5.728571428571429,8.528571428571428,1.1
2025-12-28,10.014285714285714,6.042857142857143,8.128571428571428,17.599999999999998
2026-01-04,7.466666666666666,1.6333333333333335,4.933333333333334,15.8
