poi_id,display_name_en,category_clean,query_area,wiki_title,wiki_pageviews_total,has_direct_wiki_signal,has_valid_wiki_identity_but_missing_pageviews,target_proxy,category_clean,query_area,lat,lon,rate,dist_from_query_center_m,candidate_count_same_key,is_mosque,is_church,is_synagogue,is_cathedral,is_palace,is_museum,is_monument,is_cemetery,is_fortress,is_tower,is_hamam,is_bridge,is_tekke_or_dergah,is_tomb,is_fountain,is_gate,subtype_flag_count,has_possible_duplicate,possible_duplicate_count,has_valid_wiki_identity_but_missing_pageviews
otm_Q784328,Armenian Catholic Archeparchy of Istanbul,religious,Istiklal / Pera,Armenian Catholic Archeparchy of Istanbul,2190.0,1,0,7.692113339595466,religious,Istiklal / Pera,41.03559875488281,28.979799270629883,3,247.32586581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_W165517351,Ashkenazi Synagogue,religious,Galata Tower,Ashkenazi Synagogue of Istanbul,3429.0,1,0,8.140315540159985,religious,Galata Tower,41.02449417114258,28.975082397460938,3,145.56877382,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W474779384,Ataturk Cultural Center,attraction,Dolmabahce,Atatürk Cultural Center,5896.0,1,0,8.682199026000504,attraction,Dolmabahce,41.03652572631836,28.988290786743164,3,1084.98637854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_W237868337,Atik Valide Mosque,religious,Uskudar Waterfront,Atik Valide Mosque,2815.0,1,0,7.943072717277933,religious,Uskudar Waterfront,41.01889419555664,29.02358627319336,3,1041.89967762,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N3254460381,Aviation Martyrs' Monument,historic,Fatih / Valens Aqueduct,Aviation Martyrs' Monument,1612.0,1,0,7.385851078125209,historic,Fatih / Valens Aqueduct,41.016075134277344,28.952634811401367,3,340.9629473,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
otm_W401244752,Aya Pandeleimon Rum Ortodoks Kilisesi,religious,Beylerbeyi Palace,,0.0,0,0,,religious,Beylerbeyi Palace,41.03459548950195,29.03047561645508,3,1177.43629236,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W333931795,Ayazma Cami,religious,Maiden's Tower Coast,Yağ Cami,714.0,1,0,6.5722825426940075,religious,Maiden's Tower Coast,41.02260208129883,29.008846282958984,3,432.76691601,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q59238241,Ayios Fokas Church,religious,Ortakoy,,0.0,0,0,,religious,Ortakoy,41.04833221435547,29.026111602783203,3,115.09859748,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N8204998817,Aynalıkavak Palace,historic,Balat / Fener,Aynalıkavak Pavilion,1344.0,1,0,7.20414929203594,historic,Balat / Fener,41.03726577758789,28.95544815063477,3,969.46819451,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N4519367793,Aziz Mahmud Hüdayi Mosque,religious,Uskudar Waterfront,Aziz Mahmud Hudayi,17682.0,1,0,9.780359005054978,religious,Uskudar Waterfront,41.02224349975586,29.01427459716797,3,402.54177865,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W403116676,Aşiyan Asri Cemetery,historic,Rumeli Hisari,Aşiyan Asri Cemetery,6251.0,1,0,8.740656691541368,historic,Rumeli Hisari,41.082759857177734,29.05545997619629,3,262.88326237,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otm_W746788646,Aşiyan Museum,museum,Rumeli Hisari,Aşiyan Museum,1142.0,1,0,7.04141166379481,museum,Rumeli Hisari,41.08265686035156,29.053451538085938,3,375.73349029,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q4849720,Balaban Aga Mosque,religious,Fatih / Valens Aqueduct,Balaban Aga Mosque,1244.0,1,0,7.126890808898808,religious,Fatih / Valens Aqueduct,41.01100158691406,28.95829963684082,3,683.31140564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N5112750908,Balat Yanbol Sinagogu,religious,Balat / Fener,,0.0,0,0,,religious,Balat / Fener,41.03337097167969,28.946205139160156,3,502.58668471,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N5108828685,Basketmakers' Kiosk,museum,Topkapi Palace,Basketmakers' Kiosk,1435.0,1,0,7.269616749608169,museum,Topkapi Palace,41.01629638671875,28.981937408447266,3,544.69430509,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_R12342892,Bayezid II Mosque,religious,Suleymaniye,Bayezid II Mosque,318.0,1,0,5.765191102784844,religious,Suleymaniye,41.010292053222656,28.965389251708984,3,669.54212107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W401296646,Beth Yaakov Sinagogu,religious,Beylerbeyi Palace,,0.0,0,0,,religious,Beylerbeyi Palace,41.03620147705078,29.029705047607425,3,1112.92560267,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W639302102,Beyazıt Tower,attraction,Suleymaniye,Beyazıt Tower,4924.0,1,0,8.502079553606189,attraction,Suleymaniye,41.01277923583984,28.964927673339844,3,391.37475986,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
otm_W401123337,Beylerbeyi Mosque,religious,Beylerbeyi Palace,Beylerbeyi Mosque,1868.0,1,0,7.533158807455563,religious,Beylerbeyi Palace,41.04497528076172,29.04461669921875,3,478.49811433,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W61736367,Beylerbeyi Palace,museum,Beylerbeyi Palace,Beylerbeyi Palace,34514.0,1,0,10.449149291137577,museum,Beylerbeyi Palace,41.042694091796875,29.040014266967773,3,87.1573519,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_W498861874,Bezmialem Valide Sultan Camii,religious,Dolmabahce,,0.0,0,0,,religious,Dolmabahce,41.036773681640625,28.9952335357666,3,532.74383686,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q4937471,Bogdan Saray,religious,Balat / Fener,Bogdan Saray,1034.0,1,0,6.942156705699469,religious,Balat / Fener,41.02975082397461,28.942119598388672,3,637.48228684,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_N5224440223,Bosphorus Bridge,attraction,Beylerbeyi Palace,Bosphorus Bridge,84338.0,1,0,11.342599670460043,attraction,Beylerbeyi Palace,41.045352935791016,29.03449249267578,3,627.56885661,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
otm_N4312551404,Bulgarian St. Stephen Church,religious,Balat / Fener,Bulgarian St. Stephen Church,16552.0,1,0,9.714322633260165,religious,Balat / Fener,41.03173828125,28.94965362548828,3,226.39537364,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N2676941386,Cankurtaran,attraction,Hagia Sophia / Basilica Cistern,Cankurtaran,351.0,1,0,5.863631175598097,attraction,Hagia Sophia / Basilica Cistern,41.00535202026367,28.982709884643555,3,377.38646721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_W59595670,Cemal Resit Rey Concert Hall,attraction,Dolmabahce,Cemal Reşit Rey Concert Hall,1337.0,1,0,7.198931240688173,attraction,Dolmabahce,41.04821014404297,28.99015998840332,3,1336.58168553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_Q5058732,Cemil Topuzlu Open-Air Theatre,attraction,Dolmabahce,Cemil Topuzlu Open-Air Theatre,2457.0,1,0,7.80710329012598,attraction,Dolmabahce,41.04583358764648,28.990278244018555,3,1144.81180541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_W112619334,Church of Saint Anthony of Padua,religious,Istiklal / Pera,"Church of Saint Anthony of Padua, Istanbul",0.0,0,1,,religious,Istiklal / Pera,41.03227615356445,28.977197647094727,3,189.74581454,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otm_W165502587,"Church of Saint Benoit, Istanbul",religious,Galata Tower,"Church of Saint Benoit, Istanbul",3505.0,1,0,8.16223106548118,religious,Galata Tower,41.02507781982422,28.976776123046875,3,211.32253075,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N3360668134,Church of Saints Peter and Paul,religious,Galata Tower,"Church of Saints Peter and Paul, Istanbul",0.0,0,1,,religious,Galata Tower,41.02483749389648,28.972944259643555,3,155.34608392,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otm_N3360707037,Church of Santa Maria Draperis,religious,Istiklal / Pera,"Church of Saint Mary Draperis, Istanbul",0.0,0,1,,religious,Istiklal / Pera,41.03009796142578,28.976152420043945,3,447.02253538,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otm_W526875901,Church of St. George,religious,Balat / Fener,St George's Church,2824.0,1,0,7.946263643580541,religious,Balat / Fener,41.02912139892578,28.951894760131836,3,195.43958887,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W329233993,Church of St. Mary of Blachernae,religious,Eyup / Pierre Loti,Church of St. Mary of Blachernae,8754.0,1,0,9.077380244719953,religious,Eyup / Pierre Loti,41.038448333740234,28.94247817993164,3,1342.01534844,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W261825033,Church of St. Mary of the Mongols,religious,Balat / Fener,Church of Saint Mary of the Mongols,20529.0,1,0,9.929642510012979,religious,Balat / Fener,41.02960205078125,28.94902610778809,3,57.65552605,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N4977947521,Church of St. Polyeuktos,historic,Fatih / Valens Aqueduct,Church of St. Polyeuctus,7620.0,1,0,8.938662873666118,historic,Fatih / Valens Aqueduct,41.01423263549805,28.952959060668945,3,428.0379651,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
otm_W237058770,Church of the Assumption,religious,Kadikoy Historic Center,Church of the Assumption,1082.0,1,0,6.9874902470009905,religious,Kadikoy Historic Center,40.984222412109375,29.025562286376953,3,744.28545822,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q586568,Church of the Holy Apostles,historic,Fatih / Valens Aqueduct,Church of the Holy Apostles,132903.0,1,0,11.797382342066316,historic,Fatih / Valens Aqueduct,41.01972198486328,28.949722290039062,3,645.28914971,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q3082387,Church of the Virgin of the Pharos,religious,Sultanahmet Core,Church of the Virgin of the Pharos,4415.0,1,0,8.392989587956931,religious,Sultanahmet Core,41.00583267211914,28.977222442626953,3,59.81250368,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W498861861,Ciragan Palace,historic,Yildiz Palace,Çırağan Palace,40466.0,1,0,10.608242106137789,historic,Yildiz Palace,41.0434684753418,29.01531410217285,3,239.51687827,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N5113500244,Cistern of Philoxenos,museum,Sultanahmet Core,Cistern of Philoxenos,13508.0,1,0,9.51111140896968,museum,Sultanahmet Core,41.00749206542969,28.974090576171875,3,325.60357529,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_N3236233297,Column of Marcian,historic,Fatih / Valens Aqueduct,Column of Marcian,4459.0,1,0,8.40290404501411,historic,Fatih / Valens Aqueduct,41.01544189453125,28.950284957885746,3,550.72563858,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
otm_N4695996389,Column of the Goths,historic,Topkapi Palace,Column of the Goths,6389.0,1,0,8.762489547371581,historic,Topkapi Palace,41.01464080810547,28.98567771911621,3,402.06701135,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
otm_W165717590,Crimea Memorial Church,religious,Galata Tower,Crimea Memorial Church,4528.0,1,0,8.418256443556213,religious,Galata Tower,41.02765274047851,28.977121353149418,3,315.37426502,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_Q2058733,Defterdar Mosque,religious,Eyup / Pierre Loti,Defterdar Mosque,665.0,1,0,6.501289670540389,religious,Eyup / Pierre Loti,41.04199981689453,28.937599182128903,3,783.40472851,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W263949143,Dolmabahçe Clock Tower,attraction,Dolmabahce,Dolmabahçe Clock Tower,3450.0,1,0,8.146419323098003,attraction,Dolmabahce,41.03765869140625,28.996362686157227,3,402.90023446,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
otm_N5244812070,Dostlar Tiyatrosu,attraction,Suleymaniye,,0.0,0,0,,attraction,Suleymaniye,41.01897811889648,28.96481704711914,3,320.16709323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_N4889959434,Doğançay Museum,museum,Istiklal / Pera,Doğançay Museum,973.0,1,0,6.881411303642535,museum,Istiklal / Pera,41.035770416259766,28.978370666503903,3,211.43234472,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q211004,Ecumenical Patriarchate of Constantinople,religious,Balat / Fener,Ecumenical Patriarchate of Constantinople,217500.0,1,0,12.289958727201455,religious,Balat / Fener,41.02916717529297,28.9516658782959,3,175.67775051,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q647228,"Edirnekapı, Istanbul",historic,Balat / Fener,"Edirnekapı, Fatih",0.0,0,1,,historic,Balat / Fener,41.03111267089844,28.93916702270508,3,899.57131163,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
otm_N269706604,Ertuğrul Tekke mosque,religious,Yildiz Palace,Ertuğrul Tekke Mosque,1375.0,1,0,7.226936018493289,religious,Yildiz Palace,41.045650482177734,29.008522033691406,3,392.49342879,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
otm_W525963959,Eski Imaret Mosque,religious,Fatih / Valens Aqueduct,Eski Imaret Mosque,4323.0,1,0,8.371936178759098,religious,Fatih / Valens Aqueduct,41.021629333496094,28.95499610900879,3,529.58545381,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_W35391586,Eyüp Cemetery,historic,Eyup / Pierre Loti,Eyüp Cemetery,4794.0,1,0,8.475328987317539,historic,Eyup / Pierre Loti,41.05241394042969,28.93324851989746,3,492.27982947,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otm_W600269984,Eyüp Sultan Mosque,religious,Eyup / Pierre Loti,Eyüp Sultan Mosque,29641.0,1,0,10.29694755351686,religious,Eyup / Pierre Loti,41.047603607177734,28.93349838256836,3,80.30487137,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_R1661399,Fatih Mosque,religious,Fatih / Valens Aqueduct,"Fatih Mosque, Istanbul",77882.0,1,0,11.262962979545462,religious,Fatih / Valens Aqueduct,41.01981735229492,28.94988250732422,3,638.40162098,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W403376607,Fatih Sultan Mehmet Bridge,attraction,Rumeli Hisari,Fatih Sultan Mehmet Bridge,28561.0,1,0,10.259832442012879,attraction,Rumeli Hisari,41.09130859375,29.061382293701172,3,809.20690039,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
otm_W136456159,Fethiye Mosque / Museum,museum,Balat / Fener,Fethiye Mosque (Krujë),1255.0,1,0,7.135687347028144,museum,Balat / Fener,41.02914810180664,28.946388244628903,3,285.2461708,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otm_W132277802,Firuz Ağa Mosque,religious,Sultanahmet Core,Firuz Agha Mosque,1639.0,1,0,7.402451520818244,religious,Sultanahmet Core,41.007835388183594,28.976177215576172,3,275.48899401,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_Q1247291,Forum of Theodosius,historic,Suleymaniye,Forum of Theodosius,9516.0,1,0,9.160834952072344,historic,Suleymaniye,41.00972366333008,28.963611602783203,3,719.55985858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_Q16947921,Fountain of Ahmed III (Üsküdar),historic,Uskudar Waterfront,Fountain of Ahmed III (Üsküdar),1276.0,1,0,7.152268856032539,historic,Uskudar Waterfront,41.02678680419922,29.01535415649414,3,110.3831453,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
otm_W280961352,Galata Bridge,attraction,Eminonu / Spice Bazaar,Galata Bridge,24788.0,1,0,10.118155285369294,attraction,Eminonu / Spice Bazaar,41.02000427246094,28.97311782836914,3,460.20164257,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
otm_W23236783,Galata Tower,attraction,Galata Tower,Galata Tower,154494.0,1,0,11.947917012336715,attraction,Galata Tower,41.02564239501953,28.974212646484375,3,17.0324314,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
otm_N3386270532,Galatasaray Museum,museum,Istiklal / Pera,Galatasaray Museum,1536.0,1,0,7.337587743538596,museum,Istiklal / Pera,41.03348159790039,28.976940155029297,3,93.16383168,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W109874498,German Fountain,attraction,Sultanahmet Core,German Fountain,10777.0,1,0,9.285262298493443,attraction,Sultanahmet Core,41.00711441040039,28.976675033569336,3,190.87767298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otm_N1768294290,Great Palace Mosaic Museum,museum,Sultanahmet Core,Great Palace Mosaic Museum,8033.0,1,0,8.991437814919227,museum,Sultanahmet Core,41.004268646240234,28.977449417114254,3,136.9190868,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_Q475338,Great Palace of Constantinople,historic,Sultanahmet Core,Great Palace of Constantinople,79621.0,1,0,11.285045715555578,historic,Sultanahmet Core,41.00638961791992,28.9777774810791,3,137.21121908,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W330645373,Gül Mosque,religious,Balat / Fener,Gül Mosque,5023.0,1,0,8.521981708148035,religious,Balat / Fener,41.026763916015625,28.95638084411621,3,649.52301265,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_R4742554,Hagia Irene,museum,Hagia Sophia / Basilica Cistern,Hagia Irene,64114.0,1,0,11.068433624893217,museum,Hagia Sophia / Basilica Cistern,41.00974655151367,28.98106384277344,3,217.06175579,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_W206855035,Hagia Triada Greek Orthodox Church,religious,Istiklal / Pera,"Hagia Triada Church, Istanbul",39244.0,1,0,10.577579326560913,religious,Istiklal / Pera,41.035587310791016,28.984235763549805,3,564.78879478,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W53602038,Haidar Pasha Cemetery,historic,Kadikoy Historic Center,Haydarpaşa Cemetery,2387.0,1,0,7.778211474512493,historic,Kadikoy Historic Center,41.000709533691406,29.01869010925293,3,1263.60339156,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otm_N4169858237,Haldun Taner Stage,attraction,Kadikoy Historic Center,Kadıköy Haldun Taner Stage,768.0,1,0,6.645090969505644,attraction,Kadikoy Historic Center,40.99259567260742,29.02425193786621,3,255.25413032,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_Q97368741,Halid Ağa Çeşmesi,historic,Kadikoy Historic Center,,0.0,0,0,,historic,Kadikoy Historic Center,40.9912109375,29.02802467346191,3,149.21715487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
otm_W59595672,Harbiye Muhsin Ertuğrul Stage,attraction,Dolmabahce,Harbiye Muhsin Ertuğrul Stage,485.0,1,0,6.186208623900494,attraction,Dolmabahce,41.04661178588867,28.988807678222656,3,1295.18003167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_N409151055,Haydarpaşa Terminal,attraction,Kadikoy Historic Center,Haydarpaşa,4074.0,1,0,8.312626025674962,attraction,Kadikoy Historic Center,40.99607467651367,29.017623901367188,3,929.02542596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_W695627910,Hemdat Israel Sinagogu,religious,Kadikoy Historic Center,,0.0,0,0,,religious,Kadikoy Historic Center,40.99478530883789,29.027421951293945,3,441.60535872,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W329234516,Hirami Ahmet Pasha Mosque (St. John in Trullo),religious,Balat / Fener,,0.0,0,0,,religious,Balat / Fener,41.02798843383789,28.94590950012207,3,371.08945635,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otm_Q3407358,Hodegon Monastery,religious,Topkapi Palace,Hodegon Monastery,3868.0,1,0,8.260751354700513,religious,Topkapi Palace,41.009029388427734,28.98503303527832,3,310.59514169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_N5112732265,II.  Bayezid Turkish Bath Culture Museum,museum,Suleymaniye,,0.0,0,0,,museum,Suleymaniye,41.00994491577149,28.9615535736084,3,719.78703116,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
otm_N6373152087,Ibrahim Pasha Palace,historic,Sultanahmet Core,Ibrahim Pasha Palace,4727.0,1,0,8.461257559085935,historic,Sultanahmet Core,41.005863189697266,28.972335815429688,3,379.08771912,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
otm_N5524863624,Ihlamur Palace,historic,Dolmabahce,Ihlamur Pavilion,3496.0,1,0,8.159660737063376,historic,Dolmabahce,41.05079650878906,28.999774932861328,3,1290.31586588,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otm_W335402651,Imperial Mint,attraction,Topkapi Palace,Mint (candy),36760.0,1,0,10.51219277958166,attraction,Topkapi Palace,41.010467529296875,28.980379104614254,3,271.20424925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otm_W319020883,Istanbul Archaeology Museums,museum,Topkapi Palace,Istanbul Archaeology Museums,26421.0,1,0,10.181952275438299,museum,Topkapi Palace,41.01164627075195,28.98172950744629,3,133.08462291,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
