poi_id,otm_xid,name,display_name_en,kinds,category_clean,wikidata,wikipedia_url,lat,lon,query_area,dist_from_query_center_m,rate,address_raw,preview_image,source,needs_review,candidate_count_same_key,wiki_title,wiki_match_method,wiki_match_score,wiki_has_page,wiki_pageviews_total,wiki_pageviews_avg,wiki_pageviews_max,wiki_days_observed,wiki_popularity_score,wiki_review_decision,wiki_identity_valid,wiki_pageview_available,wiki_review_notes,wiki_title_original,text_combined_raw,text_combined_norm,name_norm,is_mosque,is_church,is_synagogue,is_cathedral,is_palace,is_museum,is_monument,is_cemetery,is_fortress,is_tower,is_hamam,is_bridge,is_tekke_or_dergah,is_tomb,is_fountain,is_gate,subtype_flag_count,has_possible_duplicate,possible_duplicate_group,possible_duplicate_count,exclude_from_part_b,exclude_from_recommendation,exclusion_reason,exclusion_scope,family_iconic_landmark,family_religious_monumental,family_museum_cultural,family_viewpoint_scenic,family_palatial_imperial,family_neighborhood_heritage
otm_N415068999,N415068999,Anadoluhisarı,Anadoluhisarı,"fortifications,historic,cultural,museums,interesting_places,other_museums,other_fortifications",museum,Q81650,,41.083274841308594,29.06653213500977,Rumeli Hisari,837.4887906,3,,,opentripmap,0,5,Anadoluhisarı,search,1.0,1,11771.0,32.24931506849315,79.0,365,0.0072783641952216,,1,1,,Anadoluhisarı,"Anadoluhisarı Anadoluhisarı fortifications,historic,cultural,museums,interesting_places,other_museums,other_fortifications museum Anadoluhisarı","anadoluhisari anadoluhisari fortifications,historic,cultural,museums,interesting places,other museums,other fortifications museum anadoluhisari",anadoluhisari,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,,0,0,0,,,0,0,1,1,0,0
otm_N2500907259,N2500907259,Arap Mosque,Arap Mosque,"religion,mosques,interesting_places",religious,Q642478,,41.02434158325195,28.971057891845703,Galata Tower,319.04585132,3,,,opentripmap,0,1,Arap Mosque,search,1.0,1,8660.0,23.726027397260275,50.0,365,0.0053547390986848,,1,1,,Arap Mosque,"Arap Mosque Arap Mosque religion,mosques,interesting_places religious Arap Mosque","arap mosque arap mosque religion,mosques,interesting places religious arap mosque",arap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_Q784328,Q784328,Armenian Catholic Archeparchy of Istanbul,Armenian Catholic Archeparchy of Istanbul,"religion,other_temples,interesting_places",religious,Q784328,,41.03559875488281,28.979799270629883,Istiklal / Pera,247.32586581,3,,,opentripmap,0,1,Armenian Catholic Archeparchy of Istanbul,search,1.0,1,2190.0,6.0,59.0,365,0.0013541430284203,,1,1,,Armenian Catholic Archeparchy of Istanbul,"Armenian Catholic Archeparchy of Istanbul Armenian Catholic Archeparchy of Istanbul religion,other_temples,interesting_places religious Armenian Catholic Archeparchy of Istanbul","armenian catholic archeparchy of istanbul armenian catholic archeparchy of istanbul religion,other temples,interesting places religious armenian catholic archeparchy of istanbul",armenian catholic archeparchy of istanbul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0
otm_W165517351,W165517351,Ashkenazi Synagogue,Ashkenazi Synagogue,"religion,synagogues,interesting_places",religious,Q2079847,,41.02449417114258,28.975082397460938,Galata Tower,145.56877382,3,,,opentripmap,0,1,Ashkenazi Synagogue of Istanbul,search,0.6666666666666666,1,3429.0,9.394520547945206,25.0,365,0.0021202540842252,,1,1,,Ashkenazi Synagogue of Istanbul,"Ashkenazi Synagogue Ashkenazi Synagogue religion,synagogues,interesting_places religious Ashkenazi Synagogue of Istanbul","ashkenazi synagogue ashkenazi synagogue religion,synagogues,interesting places religious ashkenazi synagogue of istanbul",ashkenazi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_W474779384,W474779384,Ataturk Cultural Center,Ataturk Cultural Center,"cultural,theatres_and_entertainments,interesting_places,other_theatres",attraction,Q551685,,41.03652572631836,28.988290786743164,Dolmabahce,1084.98637854,3,,,opentripmap,0,1,Atatürk Cultural Center,search,0.5,1,5896.0,16.153424657534245,55.0,365,0.0036456745641854,,1,1,,Atatürk Cultural Center,"Ataturk Cultural Center Ataturk Cultural Center cultural,theatres_and_entertainments,interesting_places,other_theatres attraction Atatürk Cultural Center","ataturk cultural center ataturk cultural center cultural,theatres and entertainments,interesting places,other theatres attraction ataturk cultural center",ataturk cultural center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0
otm_W237868337,W237868337,Atik Valide Mosque,Atik Valide Mosque,"religion,mosques,interesting_places",religious,Q2483550,,41.01889419555664,29.02358627319336,Uskudar Waterfront,1041.89967762,3,,,opentripmap,0,2,Atik Valide Mosque,search,1.0,1,2815.0,7.712328767123288,20.0,365,0.0017405993721475,,1,1,,Atik Valide Mosque,"Atik Valide Mosque Atik Valide Mosque religion,mosques,interesting_places religious Atik Valide Mosque","atik valide mosque atik valide mosque religion,mosques,interesting places religious atik valide mosque",atik valide,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_N3254460381,N3254460381,Aviation Martyrs' Monument,Aviation Martyrs' Monument,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",historic,Q1447350,,41.016075134277344,28.952634811401367,Fatih / Valens Aqueduct,340.9629473,3,,,opentripmap,0,1,Aviation Martyrs' Monument,search,1.0,1,1612.0,4.416438356164384,15.0,365,0.0009967482017413,,1,1,,Aviation Martyrs' Monument,"Aviation Martyrs' Monument Aviation Martyrs' Monument historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments historic Aviation Martyrs' Monument","aviation martyrs monument aviation martyrs monument historic,monuments and memorials,burial places,interesting places,other burial places,monuments historic aviation martyrs monument",aviation martyrs,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,,0,0,0,,,0,0,0,0,0,1
otm_W401244752,W401244752,Aya Pandeleimon Rum Ortodoks Kilisesi,Aya Pandeleimon Rum Ortodoks Kilisesi,"religion,churches,interesting_places,other_churches",religious,Q97403030,,41.03459548950195,29.03047561645508,Beylerbeyi Palace,1177.43629236,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"Aya Pandeleimon Rum Ortodoks Kilisesi Aya Pandeleimon Rum Ortodoks Kilisesi religion,churches,interesting_places,other_churches religious ","aya pandeleimon rum ortodoks kilisesi aya pandeleimon rum ortodoks kilisesi religion,churches,interesting places,other churches religious",aya pandeleimon rum ortodoks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
manual_4429796,,Kız Kulesi,Maiden's Tower,interesting_places,attraction,,,41.0211108,29.0040638,Maiden's Tower Coast,0.0,3,,,manual_patch_clean_source,0,1,Maiden's Tower,manual_restore,1.0,0,,,,,,,1,0,manual restore from pois_istanbul_clean,Maiden's Tower,Kız Kulesi Maiden's Tower interesting_places attraction Maiden's Tower,kiz kulesi maidens tower interesting places attraction maidens tower,kiz kulesi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,2,0,0,,,1,0,0,1,0,0
otm_W333931795,W333931795,Ayazma Cami,Ayazma Cami,"religion,mosques,interesting_places",religious,Q3324894,,41.02260208129883,29.008846282958984,Maiden's Tower Coast,432.76691601,3,,,opentripmap,0,1,Yağ Cami,search,0.5,1,714.0,1.9615384615384617,23.0,364,0.000441487727074,,1,1,,Yağ Cami,"Ayazma Cami Ayazma Cami religion,mosques,interesting_places religious Yağ Cami","ayazma cami ayazma cami religion,mosques,interesting places religious yag cami",ayazma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_Q59238241,Q59238241,Ayios Fokas Church,Ayios Fokas Church,"religion,other_temples,interesting_places",religious,Q59238241,,41.04833221435547,29.026111602783203,Ortakoy,115.09859748,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"Ayios Fokas Church Ayios Fokas Church religion,other_temples,interesting_places religious ","ayios fokas church ayios fokas church religion,other temples,interesting places religious",ayios fokas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_N8204998817,N8204998817,Aynalıkavak Palace,Aynalıkavak Palace,"palaces,architecture,historic_architecture,interesting_places",historic,Q793169,,41.03726577758789,28.95544815063477,Balat / Fener,969.46819451,3,,,opentripmap,0,1,Aynalıkavak Pavilion,search,0.5,1,1344.0,3.682191780821918,12.0,365,0.000831035721551,,1,1,,Aynalıkavak Pavilion,"Aynalıkavak Palace Aynalıkavak Palace palaces,architecture,historic_architecture,interesting_places historic Aynalıkavak Pavilion","aynalikavak palace aynalikavak palace palaces,architecture,historic architecture,interesting places historic aynalikavak pavilion",aynalikavak,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,0,0,1,1
otm_N4519367793,N4519367793,Aziz Mahmud Hüdayi Mosque,Aziz Mahmud Hüdayi Mosque,"religion,mosques,interesting_places",religious,Q20471234,,41.02224349975586,29.01427459716797,Uskudar Waterfront,402.54177865,3,,,opentripmap,0,1,Aziz Mahmud Hudayi,search,0.4,1,17682.0,48.44383561643835,164.0,365,0.0109333137116565,,1,1,,Aziz Mahmud Hudayi,"Aziz Mahmud Hüdayi Mosque Aziz Mahmud Hüdayi Mosque religion,mosques,interesting_places religious Aziz Mahmud Hudayi","aziz mahmud hudayi mosque aziz mahmud hudayi mosque religion,mosques,interesting places religious aziz mahmud hudayi",aziz mahmud hudayi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_W403116676,W403116676,Aşiyan Asri Cemetery,Aşiyan Asri Cemetery,"cemeteries,historic,burial_places,interesting_places",historic,Q4833524,,41.082759857177734,29.05545997619629,Rumeli Hisari,262.88326237,3,,,opentripmap,0,1,Aşiyan Asri Cemetery,search,1.0,1,6251.0,17.126027397260273,233.0,365,0.0038651817674225,,1,1,,Aşiyan Asri Cemetery,"Aşiyan Asri Cemetery Aşiyan Asri Cemetery cemeteries,historic,burial_places,interesting_places historic Aşiyan Asri Cemetery","asiyan asri cemetery asiyan asri cemetery cemeteries,historic,burial places,interesting places historic asiyan asri cemetery",asiyan asri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,0,0,0,1
otm_W746788646,W746788646,Aşiyan Museum,Aşiyan Museum,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums",museum,Q4833521,,41.08265686035156,29.053451538085938,Rumeli Hisari,375.73349029,3,,,opentripmap,0,1,Aşiyan Museum,search,1.0,1,1142.0,3.1373626373626373,14.0,364,0.0007061330312584,,1,1,,Aşiyan Museum,"Aşiyan Museum Aşiyan Museum biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums museum Aşiyan Museum","asiyan museum asiyan museum biographical museums,historic house museums,cultural,museums,interesting places,history museums museum asiyan museum",asiyan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,1,0,0,0
otm_Q4849720,Q4849720,Balaban Aga Mosque,Balaban Aga Mosque,"religion,mosques,interesting_places",religious,Q4849720,,41.01100158691406,28.95829963684082,Fatih / Valens Aqueduct,683.31140564,3,,,opentripmap,0,1,Balaban Aga Mosque,search,1.0,1,1244.0,3.4175824175824174,33.0,364,0.0007692027065547,,1,1,,Balaban Aga Mosque,"Balaban Aga Mosque Balaban Aga Mosque religion,mosques,interesting_places religious Balaban Aga Mosque","balaban aga mosque balaban aga mosque religion,mosques,interesting places religious balaban aga mosque",balaban aga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_N5112750908,N5112750908,Balat Yanbol Sinagogu,Balat Yanbol Sinagogu,"religion,synagogues,interesting_places",religious,Q3409182,,41.03337097167969,28.946205139160156,Balat / Fener,502.58668471,3,,,opentripmap,0,1,,,,0,0.0,0.0,0.0,0,0.0,,0,0,,,"Balat Yanbol Sinagogu Balat Yanbol Sinagogu religion,synagogues,interesting_places religious ","balat yanbol sinagogu balat yanbol sinagogu religion,synagogues,interesting places religious",balat yanbol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,0,0
otm_N5108828685,N5108828685,Basketmakers' Kiosk,Basketmakers' Kiosk,"cultural,museums,interesting_places,other_museums,restaurants,foods,tourist_facilities",museum,Q4867763,,41.01629638671875,28.981937408447266,Topkapi Palace,544.69430509,3,,,opentripmap,0,1,Basketmakers' Kiosk,search,1.0,1,1435.0,3.9315068493150687,13.0,365,0.0008873037651977,,1,1,,Basketmakers' Kiosk,"Basketmakers' Kiosk Basketmakers' Kiosk cultural,museums,interesting_places,other_museums,restaurants,foods,tourist_facilities museum Basketmakers' Kiosk","basketmakers kiosk basketmakers kiosk cultural,museums,interesting places,other museums,restaurants,foods,tourist facilities museum basketmakers kiosk",basketmakers kiosk,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,0,1,0,0,0
otm_Q2331925,Q2331925,Battle of Chalcedon,Battle of Chalcedon,"battlefields,historic,historical_places,interesting_places",historic,Q2331925,,40.98333358764648,29.03333282470703,Kadikoy Historic Center,1027.83685015,3,,,opentripmap,0,1,Battle of Chalcedon,search,1.0,1,115.0,0.3212290502793296,4.0,358,7.11079672458153e-05,,1,1,,Battle of Chalcedon,"Battle of Chalcedon Battle of Chalcedon battlefields,historic,historical_places,interesting_places historic Battle of Chalcedon","battle of chalcedon battle of chalcedon battlefields,historic,historical places,interesting places historic battle of chalcedon",battle of chalcedon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,historical_event,"Historical event, not a visitable attraction POI",0,0,0,0,0,1
